priority,scan_identifier,works_covered,tlg_notices,title,creator,year,rights,license_url,jp2_archive_present,jp2_filename,jp2_bytes,jp2_sha1,ppi,scandata_filename,recommendation,notes
11,scholiainaristot00bran,29,4191.001 Commentarium in analytica posteriora (fragmentum) (ex editione Aldina) | 4191.002 Commentarium in analytica posteriora (excerpta e cod. Paris. 1917) | 4190.001 Commentarium in analytica priora (excerpta e cod. Paris. gr. 1917) | 4190.002 Commentarium in analytica priora (excerptum e cod. Paris. gr. 1918) | 4190.003 Commentarium in analytica priora (excerpta e cod. Paris. gr. 1919) | 4190.004 Commentarium in analytica priora (excerpta e cod. Paris. gr. 2061) | 4194.003 Commentarium in physica (excerptum e cod. Vat. gr. 1730) | 4194.004 Scholia in physica (excerpta e cod. Vat. gr. 237) | 4194.005 Commentarium in physica (excerpta e cod. Vat. Ottobon. 32) | 4194.006 Scholion in physica (excerptum e cod. Paris. gr. 1853 in margine) | 4194.007 Commentarium in physica (excerpta e cod. Paris. gr. 1947) | 4193.001 Scholion in sophisticos elenchos (excerptum e cod. Paris. 1946 in margine) | 4192.001 Commentarium in topica (excerptum e cod. Paris. 1843) | 4192.002 Commentarium in topica (excerpta e cod. Paris. 1845) | 4192.003 Commentarium in topica (excerpta e cod. Paris. 1874) | 4192.004 Commentarium in topica (excerpta e cod. Paris. 1917) | 4192.005 Commentarium in topica (excerpta e cod. Paris. 1972) | 4190.005 Commentarium in analytica priora (excerpta e codd. Paris. gr. 1873 + 1917; Oxon. Bodl. 155 + Oxon. Nov. Colleg. 230) | 4027.002 In categorias prolegomena (e cod. Vat. Urbin. gr. 35) | 4027.003 Additamenta ad Ammonium in categorias (ex cod. Paris. 2051) (olim sub auctore Joanne Philopono) | 4195.001 Commentarium in librum de caelo (excerptum e cod. Vat. gr. 499) (olim sub auctore Damascio) | 4195.002 Commentarium in librum de caelo (fragmentum e codd. Marc. gr. 257 + 263) (olim sub auctore Joanne Philopono) | 4195.003 Commentarium in librum de caelo (excerpta e cod. Paris. gr. 1853) | 4195.004 Commentarium in librum de caelo (excerpta e cod. Paris. Coislin. 166) | 4165.002 Commentarium in librum de interpretatione (= Anonymus Coislinianus) (fragmenta e cod. Coislin. 160) | 4196.001 Commentarium in metaphysica (excerpta e cod. Paris. gr. 1853) | 4196.003 Scholion in metaphysica (excerptum e cod. Coislin. 161 in margine) | 4194.001 Commentarium in physica (excerptum e cod. Vat. gr. 1025) | 4194.002 Commentarium in physica (excerpta e cod. Vat. gr. 1028),Scholia in Aristotelem,"Brandis, Christian August, 1790-1867",,,,True,scholiainaristot00bran_jp2.zip,848348887,a685da6bca7d3d609d7322c0bc062335d11df0f5,300,scholiainaristot00bran_scandata.xml,REVIEW,Journal mapping; IA metadata checked. Edition concordance and visual quality pending; no image/OCR downloaded.
12,apollinarisvonl00apolgoog,28,2074.001 Fides secundum partem | 2074.002 De unione corporis et divinitatis in Christo | 2074.003 De fide et incarnatione contra adversarios | 2074.004 De unione (fragmentum) | 2074.005 De incarnatione (fragmenta) | 2074.006 Laudatio Mariae et de incarnatione | 2074.007 Demonstratio de divina incarnatione ad similitudinem hominis (fragmenta) | 2074.008 In dei in carne manifestationem (fragmenta) | 2074.009 Ad illos qui hominem a verbo assumptum f uisse dicebant (fragmentum) | 2074.010 Syllogismi (fragmenta) | 2074.011 Contra Diodorum ad Heraclium (fragmenta) | 2074.012 Ad Diodorum (fragmenta) | 2074.013 Recapitulatio (fort. epitome) | 2074.014 Ad Flavianum (fragmenta) | 2074.015 Ad Petrum (fragmentum) | 2074.016 Ad Julianum (fragmenta) | 2074.017 Sermones (fragmenta) | 2074.018 Fragmentum dialogi | 2074.019 Quod deus in carne Christus (fragmentum) | 2074.020 Ad Jovianum | 2074.021 Ad Serapionem (fragmenta) | 2074.022 Ad Terentium (fragmenta) | 2074.023 Ad episcopos Diocaesarienses | 2074.024 Epistula ad Dionysium 1 | 2074.025 Epistula ad Dionysium 2 (fragmentum) | 2074.026 Tomus synodalis | 2074.027 Fragmenta ex operibus incertis | 2074.028 De incarnatione (fragmenta),Apollinaris von Laodicea und seine Schule : Texte und Untersuchungen. 1.,"Lietzmann, Hans, 1875-1942, author",1904,,,True,apollinarisvonl00apolgoog_jp2.zip,71543217,542dd33254faeb3a52d73333097ca737f933e206,600,apollinarisvonl00apolgoog_scandata.xml,REVIEW,Journal mapping; IA metadata checked. Edition concordance and visual quality pending; no image/OCR downloaded.
13,diefragmenteder02diel,9,1545.003 Testimonia | 2153.001 Testimonia | 1508.002 Testimonia | 1508.003 Fragmenta | 0713.001 Testimonia | 0713.002 Fragmenta | 0714.001 Testimonia | 0714.002 Fragmenta | 2230.001 Testimonium,"Die Fragmente der Vorsokratiker, griechisch und deutsch","Diels, Hermann, 1848-1922",,,,True,diefragmenteder02diel_jp2.zip,224926305,2614a214b38be74587e58d1c151117f4b4c58d61,500,diefragmenteder02diel_scandata.xml,REVIEW,Journal mapping; IA metadata checked. Edition concordance and visual quality pending; no image/OCR downloaded.
14,b33490983_0002,7,0721.009 De diaeta | 0721.011 Περὶ λυκανθρωπίας | 0721.012 De urinis secundum Syros | 0721.013 De urinis secundum Persos | 0721.014 Commentatio de urinis | 0721.015 De pulsibus | 0721.016 De urinis in febribus,"Physici et medici Graeci minores. Congessit, ad fidem codd. Mss., praesertim eorum, quos beatus Diezius contulerat, veterumque editionum partim emendavit partim nunc prima vice edidit","Ideler, Julius Ludwig, 1809-1842",,"<a href=""http://creativecommons.org/publicdomain/mark/1.0/"" rel=""ugc nofollow"">This work is available under the Creative Commons, Public Domain Mark</a>",,True,b33490983_0002_jp2.zip,384501241,54c74e3a41c777f8a6f2de1034146bca0a4934e6,360,b33490983_0002_scandata.xml,REVIEW,Journal mapping; IA metadata checked. Edition concordance and visual quality pending; no image/OCR downloaded.
15,patrologicursus105migngoog,6,"3393.006 Sermones quatuor, MPG 89: 1361–1397. Cod: 6,604: Homilet., Theol | 2896.008 Anastasii Sinaitae in Hexaemeron anagogicarum contemplationum libros duodecim | 2897.003 Disputatio adversus Judaeos, MPG 89: 1204–1281. Cod: 16,812: Theol. Cf. et SCRIPTA ANONYMA ADVERSUS JUDAEOS (3186) | 3007.001 Epistula ad Eustathium, MPG 89: 1421– 1428. Cod: 1,177: Epist | 3007.002 Pandecta scripturae sacrae, MPG 89: 1428–1849. Cod: 77,277: Theol | 3007.003 Exomologesis, MPG 89: 1849–1856. Cod: 1,303: Theol","Patrologiæ cursus completus [Series Græca] : ... omnium ss. patrum, doctorum, scriptorumque ecclasiasticorum sive Latinorum sive Græcorum ...",Jacques Paul Migne,1865,,,True,patrologicursus105migngoog_jp2.zip,526878918,6b3879991d64975f83090d69746512c9e9c3a972,200,patrologicursus105migngoog_scandata.xml,REVIEW,Journal mapping; IA metadata checked. Edition concordance and visual quality pending; no image/OCR downloaded.
16,b33490983_0001,6,0721.003 Περὶ χροιᾶς τοῦ αἵματος τοῦ ἀπὸ φλεβοτομίας ἐκ τῆς ἰατρικῆς τῶν Περσῶν | 0721.004 De generatione et semine | 0721.005 De corporis hominis natura | 0721.006 De natura hominis | 0721.007 Mensium adornatio | 0721.008 De duodecim mensium natura,"Physici et medici Graeci minores. Congessit, ad fidem codd. Mss., praesertim eorum, quos beatus Diezius contulerat, veterumque editionum partim emendavit partim nunc prima vice edidit","Ideler, Julius Ludwig, 1809-1842",,"<a href=""http://creativecommons.org/publicdomain/mark/1.0/"" rel=""ugc nofollow"">This work is available under the Creative Commons, Public Domain Mark</a>",,True,b33490983_0001_jp2.zip,362911122,d0f09d81500f20f5c152a84f0a55da7b4804d0f5,360,b33490983_0001_scandata.xml,REVIEW,Journal mapping; IA metadata checked. Edition concordance and visual quality pending; no image/OCR downloaded.
17,diefragmenteder01krangoog,5,1562.001 Testimonia | 0725.001 Testimonia | 0725.002 Fragmenta | 0617.001 Testimonia | 0617.002 Fragmenta,Die fragmente der Vorsokratiker griechisch und deutsch,"Diels, Hermann, 1848-1922, ed",1903,,,True,diefragmenteder01krangoog_jp2.zip,167684846,4cec4339e6c9a41cf394b3d580657be50c6ff07f,600,diefragmenteder01krangoog_scandata.xml,REVIEW,Journal mapping; IA metadata checked. Edition concordance and visual quality pending; no image/OCR downloaded.
18,commentariaina21pt12akaduoft,3,4026.001 In Aristotelis artem rhetoricam commentarium | 4026.002 Fragmentum commentarii in Aristotelis rhetorica | 4026.003 Fragmentum paraphrasis in Aristotelis rhetorica,Commentaria in Aristotelem graeca. Edita consilio et auctoritate Academiae litterarum regiae borussicae,"Akademie der Wissenschaften, Berlin",,,,True,commentariaina21pt12akaduoft_jp2.zip,333594562,91030ed93323a8aa886a3af721c3b42a7f9a615e,400,commentariaina21pt12akaduoft_scandata.xml,REVIEW,Journal mapping; IA metadata checked. Edition concordance and visual quality pending; no image/OCR downloaded.
19,secundussilentph00unse,2,1521.001 Vita Secundi | 1521.002 Sententiae,"Secundus, the silent philosopher; the Greek Life of Secundus, critically edited and restored so far as possible, together with translations of the Greek and Oriental versions, the Latin and Oriental texts, and a study of the tradition, by Ben Edwin Perry",,,,,True,secundussilentph00unse_jp2.zip,195696937,0707000163bb8eba289195d15c3fd9143ac2a887,300,secundussilentph00unse_scandata.xml,REVIEW,Journal mapping; IA metadata checked. Edition concordance and visual quality pending; no image/OCR downloaded.
20,rhetoresgraeciem02walzuoft,2,5045.003 Commentarium in progymnasmata | 5045.004 Commentarium in progymnasmata,"Rhetores graeci ... Emendatiores et auctiores edidit, suis aliorumque annotationibus instruxit indices locupletissimos","Walz, Christian, 1802-1857",,,,True,rhetoresgraeciem02walzuoft_jp2.zip,304987625,b0113ba6123faa5ba98e30e56c900106ce8f8c30,500,,REVIEW,Journal mapping; IA metadata checked. Edition concordance and visual quality pending; no image/OCR downloaded.
21,michandreopulili00sind,2,3118.001 Liber Suntipae | 3118.002 Liber Suntipae (recensio altera),Mich. Andreopuli Liber Syntipae,"['Sindbād, the philosopher', 'Andreopōlos, Michaēl, 11th cent', 'Nikitin, P. (Petr), 1849-1916', 'Ernshtedt, V. (Viktor), 1854-1902']",,,,True,michandreopulili00sind_jp2.zip,127745349,afd8f4a2ad8f59b3f5fd5c667c81c85374625540,350,michandreopulili00sind_scandata.xml,REVIEW,Journal mapping; IA metadata checked. Edition concordance and visual quality pending; no image/OCR downloaded.
22,comicorumatticor02kockuoft,2,0405.001 Fragmenta | 0406.001 Fragmenta,Comicorum atticorum fragmenta,"Kock, Theodor, 1820-1901",,,,True,comicorumatticor02kockuoft_jp2.zip,257012934,b954eba45a0dff5cd553d3884bde6a771c8e9ee0,400,,REVIEW,Journal mapping; IA metadata checked. Edition concordance and visual quality pending; no image/OCR downloaded.
23,fragmentacomicor03meinuoft,2,0405.002 Fragmenta | 0406.002 Fragmenta,Fragmenta comicorum graecorum,"Meineke, August, 1790-1870",,,,True,fragmentacomicor03meinuoft_jp2.zip,295741647,784189d4a24da5e7d1ce9c4460931db6eaf6be99,400,,REVIEW,Journal mapping; IA metadata checked. Edition concordance and visual quality pending; no image/OCR downloaded.
24,commentariaina20akaduoft,2,4033.001 In ethica Nicomachea ii–v commentaria | 4033.002 In ethica Nicomachea vii commentaria,Commentaria in Aristotelem graeca. Edita consilio et auctoritate Academiae litterarum regiae borussicae,"Akademie der Wissenschaften, Berlin",,,,True,commentariaina20akaduoft_jp2.zip,158671954,2188eebe89504a971f4b3181c074ccab8413711a,400,commentariaina20akaduoft_scandata.xml,REVIEW,Journal mapping; IA metadata checked. Edition concordance and visual quality pending; no image/OCR downloaded.
25,p1rhetoresgraeci07walzuoft,2,"5024.017 Prolegomena in librum περὶ εὑρέσεως | 5024.018 Commentarium in librum περὶ στάσεων, ANONYMI IN OPPIANI OPERA","Rhetores graeci ... Emendatiores et auctiores edidit, suis aliorumque annotationibus instruxit indices locupletissimos","Walz, Christian, 1802-1857",,,,True,p1rhetoresgraeci07walzuoft_jp2.zip,295623176,0c816b195cf2e9accbacd4ae95ef4c135e07246c,400,,REVIEW,Journal mapping; IA metadata checked. Edition concordance and visual quality pending; no image/OCR downloaded.
26,p2rhetoresgraeci07walzuoft,2,5024.019 Commentarium in librum περὶ εὑρέσεως | 5024.020 Commentarium in librum περὶ ἰδεῶν,"Rhetores graeci ... Emendatiores et auctiores edidit, suis aliorumque annotationibus instruxit indices locupletissimos","Walz, Christian, 1802-1857",,,,True,p2rhetoresgraeci07walzuoft_jp2.zip,369331827,8591202c264a5e0518d8ba2e59b45c5c44a084eb,400,,REVIEW,Journal mapping; IA metadata checked. Edition concordance and visual quality pending; no image/OCR downloaded.
27,CatalogusCodicumAstrologorumGraec8p3,2,"2577.003 Περὶ γεννήσεως [Dub.] (excerptum e cod. Paris. gr. 2381, fol. 56) | 1144.004 Fragmenta (e cod. Paris.)",Catalogus codicum astrologorum graecorum. VIII. Codicum parisinorum partem tertiam descripsit Petrus Boudreaux,"Boudreaux, Pierre, 1882-1914",,,http://creativecommons.org/publicdomain/mark/1.0/,True,Catalogus_codicum_astrologorum_graec_8p3_jp2.zip,50621608,8f1514a2a5c21cf5c1d55e6ff4308a2f3ea49862,72,Catalogus_codicum_astrologorum_graec_8p3_scandata.xml,REVIEW,Journal mapping; IA metadata checked. Edition concordance and visual quality pending; no image/OCR downloaded.
28,india.history.resource.71426,2,2029.001 Anonymi summaria ratio geographiae in sphaera intelligendae | 0092.001 Geographiae expositio compendiaria,"Geographi Graeci Minores, e Codicibus recognovit, prolegomenis annotatione indicibus instruxit, tabulis aeri incisi illustravit, Vol. II","Mullerus, Carolus",,,,True,71426_jp2.zip,633692322,3ffef6f61d31ce178dec7f51cc08b972486c57b6,300,71426_scandata.xml,REVIEW,Journal mapping; IA metadata checked. Edition concordance and visual quality pending; no image/OCR downloaded.
29,antilegomenadier00preu,1,1560.001 Matthiae traditiones,Antilegomena : Die Reste der ausserkanonischen Evangelien und urchristlichen Überlieferungen,"Preuschen, Erwin, 1867-1920",,,,True,antilegomenadier00preu_jp2.zip,74407647,af72d0ae6b8ac34120e712fb97e5c8e223f6b140,400,antilegomenadier00preu_scandata.xml,REVIEW,Journal mapping; IA metadata checked. Edition concordance and visual quality pending; no image/OCR downloaded.
30,collectiondesan04bertgoog,1,"2019.001 Πελαγίου φιλοσόφου περὶ τῆς θείας ταύτης καὶ ἱερᾶς τέχνης (e cod. Venet. Marc. 299, fol. 62v)",Collection des anciens alchimistes grecs,"Berthelot, M. (Marcellin), 1827-1907",1887,,,False,,,,,collectiondesan04bertgoog_scandata.xml,REJECT,Journal mapping; IA metadata checked. Edition concordance and visual quality pending; no image/OCR downloaded.
31,fragmentahistori01mueluoft,1,"1583.003 Fragmenta, FHG 1: 366–370. Q: 1,027: Hist. frr. 1–26","Fragmenta historicorum graecorum ... auxerunt, notis et prolegomenis illustrarunt, indici plenissimo instruxerunt Car. et Theod. Mulleri. Accedunt marmora parium et rosettanum, hoc cum Letronnii, illud cum C. Mulleri commentariis","['Mueller, Karl, Historian', 'Mueller, Theodor', 'Langlois, Victor, 1829-1869']",,,,True,fragmentahistori01mueluoft_jp2.zip,697500425,50a9d580fcf99bcb748938b81220b42fda0f0c9f,400,,REVIEW,Journal mapping; IA metadata checked. Edition concordance and visual quality pending; no image/OCR downloaded.
32,carminaexcodicib01philuoft,1,2718.001 Carmina,"Carmina; ex codicibus Escurialensibus, Florentinis, Parisinis et Vaticanis","['Philes, Manuel, ca. 1275-ca. 1345', 'Miller, E. (Emmanuel), 1810-1886']",,,,True,carminaexcodicib01philuoft_jp2.zip,123364647,0c4a3a0890c99fc90adc0dd2fd08b862282d787e,400,carminaexcodicib01philuoft_scandata.xml,REVIEW,Journal mapping; IA metadata checked. Edition concordance and visual quality pending; no image/OCR downloaded.
33,fragmentahistor00antgoog,1,"1969.003 Fragmenta, FHG 3: 17–19. Q: 831: Hist. frr. 1–4. Dup. 1969 002",Fragmenta historicorum graecorum,"Karl Otfried Müller ,  Karl Müller ,  Philologue,  Theodor Müller,  Letronne (Antoine-Jean)",1849,,,False,,,,,fragmentahistor00antgoog_scandata.xml,REJECT,Journal mapping; IA metadata checked. Edition concordance and visual quality pending; no image/OCR downloaded.
34,4737915,1,1530.004 Περὶ Ὀδυσσειακῆς στιγμῆς,Nicanoris [peri Odysseiakes stigmes] reliquiae emendatiores,"['Nicanor, 1st cent. B.C', 'Carnuth, Otto, 1843-1899, ed']",,,,True,4737915_jp2.zip,29970219,8acbb8e078500dad1aeede661e75bf8a83684989,300,4737915_scandata.xml,REVIEW,Journal mapping; IA metadata checked. Edition concordance and visual quality pending; no image/OCR downloaded.
35,tragicorumgraeco00naucuoft,1,1511.001 Fragmenta,Tragicorum graecorum fragmenta,"Nauck, August, 1822-1892",,,,True,tragicorumgraeco00naucuoft_jp2.zip,445416324,126ffac653e9005def564ae625b1b5d1ae018a9b,400,,REVIEW,Journal mapping; IA metadata checked. Edition concordance and visual quality pending; no image/OCR downloaded.
36,fabulaeromanense01eberuoft,1,3118.003 De Suntipa narrationes,"Fabulae Romanenses graece conscriptae, ex recensione et cum adnotationibus","['Eberhard, Alfred, 1841-1914', 'Sindbad, the philosopher', 'Aphthonius, 4th cent', 'Planudes, Maximus, ca. 1260-ca. 1310']",,,,True,fabulaeromanense01eberuoft_jp2.zip,142041478,36f72bf6b7314f741bcdb8c52fb559f08371fc6f,500,,REVIEW,Journal mapping; IA metadata checked. Edition concordance and visual quality pending; no image/OCR downloaded.
37,anonymerkommenta00diel,1,1128.001 Commentarius in Platonis Theaetetum (fort. auctore Eudoro Alexandrino) (P. Berol. inv. 9782),Anonymer kommentar zu Platons Theaetet (papyrus 9782) nebst drei bruchstu?cken philosophischen inha,"Diels, Hermann, 1848-1922",,,,True,anonymerkommenta00diel_jp2.zip,50164146,2a6d863bdfe533c3c50ad11787b6c312096f9852,350,anonymerkommenta00diel_scandata.xml,REVIEW,Journal mapping; IA metadata checked. Edition concordance and visual quality pending; no image/OCR downloaded.
38,anonymichristian00herm,1,4374.001 De astrologia dialogus (= Hermippus) (fort. auctore Joanne Catrario),Anonymi Christiani Hermippus De astrologia dialogus,Hermippus,,,,True,anonymichristian00herm_jp2.zip,51462003,d4abd1db21acd10b32f9924f3e7d5e12fd34481c,300,anonymichristian00herm_scandata.xml,REVIEW,Journal mapping; IA metadata checked. Edition concordance and visual quality pending; no image/OCR downloaded.
39,india.history.resource.71425,1,4209.001 De ambitu ponti Euxini,"Geographi Graeci Minores, e Codicibus recognovit, prolegomenis annotatione indicibus instruxit, tabulis aeri incisi illustravit, Vol. I","Mullerus, Carolus",,,,True,71425_jp2.zip,637036661,995e81f9cad6d4a48cbf4dc708429fb585b772cc,300,71425_scandata.xml,REVIEW,Journal mapping; IA metadata checked. Edition concordance and visual quality pending; no image/OCR downloaded.
40,rhetoresgraeciem01walzuoft,1,5024.001 Introductio in prolegomena Hermogenis artis rhetoricae (fort. auctore Marcellino),"Rhetores graeci ... Emendatiores et auctiores edidit, suis aliorumque annotationibus instruxit indices locupletissimos","Walz, Christian, 1802-1857",,,,True,rhetoresgraeciem01walzuoft_jp2.zip,179267090,f5ccf2288d83cfc83aada5ed01b7da3a1b14edec,400,,REVIEW,Journal mapping; IA metadata checked. Edition concordance and visual quality pending; no image/OCR downloaded.
41,supplementumcomi00demiuoft,1,0405.003 Fragmentum,"Supplementum comicum, comoediae graecae fragmenta post editiones Kockianam et Kaibelianam reperta vel indicata, collegit, disposuit, adnotationibus et indice verborum","Demiaczuk, Jan",,,,True,supplementumcomi00demiuoft_jp2.zip,88183021,6fd943c56b73365b236d73720631d38d6801f786,400,,REVIEW,Journal mapping; IA metadata checked. Edition concordance and visual quality pending; no image/OCR downloaded.
42,epistolographoih00hercuoft,1,1121.001 Epistulae,"Epistolographoi hellenikoi. Epistolographi graeci, recensuit, recognovit, adnotatione critica et indicibus instruxit Rudolphus Hercher; accedunt Francisci Boissonadii ad Synesium notae ineditae","Hercher, Rudolf, 1821-1878",,,,True,epistolographoih00hercuoft_jp2.zip,1027054767,457c9f2eda89d2cfcd7071cb56cf9332031bdb9d,400,,REVIEW,Journal mapping; IA metadata checked. Edition concordance and visual quality pending; no image/OCR downloaded.
43,scholiaintheocri00buss,1,4171.001 In Oppiani halieutica exegesis (e cod. Paris. gr. 2735),"Scholia in Theocritum; auctiora reddidit et annotatione critica instruxit, Fr. Dübner. Scholia et paraphrases in Nicandrum et Oppianum; partim collatis Cod. MSS. emendavit, annotatione critica instruxit et indices confecit, U. Cat Bussemaker","['Bussemaker, Ulco Cats, 1810-1865', 'Dübner, Friedrich, 1802-1867', 'Theocritus']",,,,True,scholiaintheocri00buss_jp2.zip,303007793,c7330a197c49677694874515efd4330539707b5f,500,scholiaintheocri00buss_scandata.xml,REVIEW,Journal mapping; IA metadata checked. Edition concordance and visual quality pending; no image/OCR downloaded.
44,OriensChristianus3,1,2896.012 Narrationes (BHG 1448q) [Dub.],Oriens Christianus 3,,,,http://creativecommons.org/publicdomain/mark/1.0/,True,Oriens_Christianus_jp2.zip,773851216,f498f437e66e8e3edf4a2bc43581c5348c909521,600,Oriens_Christianus_scandata.xml,REVIEW,Journal mapping; IA metadata checked. Edition concordance and visual quality pending; no image/OCR downloaded.
45,anecdotamedicagr00erme,1,0721.017 De cibis,Anecdota medica Graeca;,"Ermerins, Franz Zacharias, 1808-1871",,,,True,anecdotamedicagr00erme_jp2.zip,117036765,f98ed892ac490ee4ccac832e9eb1b07a77c90149,500,anecdotamedicagr00erme_scandata.xml,REVIEW,Journal mapping; IA metadata checked. Edition concordance and visual quality pending; no image/OCR downloaded.
